id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18666,Flat with Sunny Terrace,71615,Mireia And Maria,Sant Martí,el Camp de l'Arpa del Clot,41.40888621158034,2.1855453256058017,Entire home/apt,130,3,1,2015-10-10,0.03,29,61
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.404196784819064,2.1730577177402504,Entire home/apt,140,1,5,2018-06-18,0.08,29,132
19157,"Great Place in Sagrada Familia, Bcn",73099,Urania,Eixample,la Sagrada Família,41.40792900826702,2.1745404013370675,Private room,30,2,165,2018-06-23,1.72,2,96
20345,"2 Double rooms for 4 persons, WI-FI",76809,Mila,Nou Barris,Vilapicina i la Torre Llobeta,41.42949697771672,2.181557864385909,Private room,25,2,72,2018-06-17,0.73,1,345
25786,NICE ROOM AVAILABLE IN THE HEART OF GRACIA,108310,Pedro,Gràcia,la Vila de Gràcia,41.40145195404779,2.156446514416526,Private room,42,1,191,2018-07-06,1.98,1,94
31377,"Room for 2,  Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.41096940955444,2.1707012064871583,Private room,42,3,4,2018-03-12,0.10,3,186
31380,"Room for 2-3. Barcelona, Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.410900426326464,2.1708189126808017,Private room,53,3,38,2018-04-04,1.02,3,232
31823,"Aribau, Friendly Rentals",136853,Fidelio,Eixample,l'Antiga Esquerra de l'Eixample,41.387305807180255,2.159071821611301,Entire home/apt,75,3,53,2018-06-24,0.55,38,299
31958,"Gaudi Attic 1, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40949767562464,2.1593760044263988,Entire home/apt,65,3,139,2018-06-02,1.55,38,303
32471,"Gaudi Attic 2, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.409282448808995,2.1611176368188154,Entire home/apt,87,3,63,2018-06-19,0.69,38,323
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.404635812260686,2.169537931472452,Entire home/apt,140,2,42,2018-05-04,0.49,12,316
32868,"Sant Joan 4, Friendly Rentals",136853,Fidelio,Eixample,la Dreta de l'Eixample,41.395757583681075,2.1743191844527967,Entire home/apt,100,3,83,2018-06-04,0.88,38,307
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.3791695359138,2.1755459205559347,Entire home/apt,337,5,113,2018-06-25,1.19,1,221
35379,Double 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.390292371929434,2.1526776655400943,Private room,40,2,181,2018-07-05,2.35,4,288
35388,Single 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.390584087316824,2.151896791679498,Private room,30,2,162,2018-07-07,1.87,4,300
35390,Single 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39146706179137,2.1511848274650394,Private room,30,2,150,2018-07-04,2.00,4,315
35392,Double 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39075231772431,2.1507170864108045,Private room,45,2,124,2018-07-08,2.67,4,286
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.37906404797985,2.191414374177489,Private room,38,2,47,2018-07-03,0.57,1,333
40983,Classical loft close to pedrera!,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39559668113324,2.167606582682667,Entire home/apt,95,3,96,2018-06-27,1.12,5,104
45682,HUGE APARTMENT IN SAGRADA FAMILIA,183340,Teresa,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40470596794909,2.170120076942332,Entire home/apt,180,3,61,2018-06-24,0.91,1,131
49213,"Descalzos en el parque, quite cool room",208154,Cate,Sants-Montjuïc,el Poble Sec,41.373151109271184,2.1664006033038836,Private room,35,2,33,2018-06-15,0.55,1,87
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40630655659375,2.1694475567849967,Entire home/apt,140,2,29,2018-03-29,0.34,12,318
50066,Sagrada Familia area - Sardenya 1,135703,Nick,Eixample,el Fort Pienc,41.39820673239579,2.1796556814819024,Entire home/apt,180,2,44,2018-05-07,0.52,12,257
58512,Cozy 3 BR near St Pau Hospital & Sagrada Familia,280070,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.410990047567786,2.1811883117959634,Entire home/apt,95,3,330,2018-07-07,3.73,1,244
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.3890083942644,2.1655162637312255,Entire home/apt,105,2,34,2018-06-28,0.57,5,263
66037,Great apartment in  en el Born,323105,Amivelaz,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38322098271626,2.182339750582178,Entire home/apt,150,3,78,2018-06-13,0.87,1,270
67065,"Londres, Friendly Rentals",136853,Fidelio,Eixample,l'Antiga Esquerra de l'Eixample,41.39161026378198,2.150890219232701,Entire home/apt,85,3,46,2018-06-22,0.54,38,332
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38071988862891,2.1781089116350247,Private room,47,2,56,2018-06-18,0.64,1,360
70099,"Room with a View, Bcn City Center",353987,Alex,Ciutat Vella,el Raval,41.378284332844,2.1708049698328726,Private room,39,1,249,2018-07-07,2.77,1,266
71553,PH on Sagrada Familia with terrace!,366654,Arian Watermelon Barcelona!,Eixample,el Fort Pienc,41.39740375606598,2.1768202149260754,Entire home/apt,110,2,44,2017-11-12,0.50,6,287
71603,MODERNIST PENTHOUSE. 1bedroom apt with terrace,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.390379533157926,2.1760633161656253,Entire home/apt,390,2,36,2018-06-16,0.40,6,365
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39837413386731,2.206234352358284,Entire home/apt,1000,3,47,2018-06-18,0.99,9,324
73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422257403041,2.1670092261839797,Entire home/apt,120,3,71,2018-06-24,1.14,18,295
73481,NOU RAMBLA CENTRAL STUDIO,383697,Anna,Ciutat Vella,el Raval,41.378952758332716,2.1740599950640678,Entire home/apt,95,3,100,2018-06-14,2.53,18,292
73643,Salva B1 - VivoBarcelona Apts.,385249,Joel,Sants-Montjuïc,el Poble Sec,41.37196340924213,2.1638551485993394,Entire home/apt,189,3,14,2018-07-05,0.35,9,235
73649,PB1 - great terrace and little pool,385249,Joel,Sants-Montjuïc,Hostafrancs,41.37496458847168,2.1460610815984635,Entire home/apt,170,3,10,2018-07-08,0.23,9,268
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40506469617693,2.1708111675811006,Entire home/apt,300,2,124,2018-06-27,1.43,12,314
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39107682312345,2.1652094808037186,Entire home/apt,105,2,29,2017-08-03,0.40,5,298
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.371628661781926,2.165909957230637,Entire home/apt,65,2,29,2018-05-27,0.57,5,269
73700,Centrally located budget apartment (HUTB-005832),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37335457871332,2.1616515002562258,Entire home/apt,65,2,52,2018-07-06,0.72,5,300
74562,Cute Suite near the MACBA,382031,Lisette,Ciutat Vella,el Raval,41.38255015926335,2.1683645964737943,Private room,65,3,157,2018-07-06,1.76,1,332
75003,Holy Family Apartment H41,396363,Oscar And Diego,Eixample,la Sagrada Família,41.40438521139062,2.1777725489748527,Entire home/apt,113,2,6,2018-03-28,0.07,67,341
75411,Sagrada Familia Clot Patio,400154,Mireia,Sant Martí,el Clot,41.40825078107806,2.187291430812988,Entire home/apt,120,3,18,2018-04-29,0.23,5,261
80004,Parc Montjuic,431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37188305815928,2.166560860098896,Entire home/apt,107,4,85,2018-06-27,0.98,1,72
81291,Sunny attic with pool and terrace near the beach!,95585,Daniela,Sant Martí,el Poblenou,41.404765167219985,2.2026395972562574,Entire home/apt,139,2,79,2018-06-29,1.10,1,309
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38227283723164,2.161409856559936,Private room,50,2,84,2018-07-02,0.96,4,315
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,David,Ciutat Vella,el Raval,41.37815338278758,2.16894289793616,Entire home/apt,300,6,13,2018-06-10,0.19,4,330
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Pols,Eixample,el Fort Pienc,41.39376507480906,2.1795035757482255,Entire home/apt,65,3,230,2018-07-04,2.83,1,264
89790,Barcelona very central,488188,Pepote,Eixample,la Dreta de l'Eixample,41.38975651486666,2.1767289631009445,Private room,90,5,21,2018-06-04,0.25,1,94
92425,PLAZA CATALUNYA CENTRAL TWO BEDROOM APARTMENT,497450,Francesc,Ciutat Vella,el Raval,41.38520192060267,2.1690216966184224,Entire home/apt,44,32,73,2017-10-18,0.95,3,155
95719,Lovely room to rent in El Gotico,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38389725862773,2.180114760948354,Private room,53,2,167,2018-07-04,1.90,1,304
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40905670582747,2.165385047170188,Entire home/apt,34,32,62,2016-11-05,0.77,3,97
101021,"Vista Real en suite, la Boheme chic",529756,Fabienne,Ciutat Vella,el Barri Gòtic,41.38030603826841,2.1744716697638093,Entire home/apt,235,3,92,2018-06-25,1.11,2,196
104485,Best Location guarantee!,543801,Pinar,Eixample,l'Antiga Esquerra de l'Eixample,41.39118864860903,2.1564145967314827,Private room,20,2,181,2017-11-30,2.15,1,190
107437,A beautiful  villa in Barcelona,556626,Beatriz,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864338347722,2.091585894684503,Entire home/apt,209,6,31,2018-06-18,0.36,1,315
108215,Big Room 4 rent in BCN Downtown 1/2,559889,Zesare,Ciutat Vella,el Raval,41.3810191220048,2.1654201344558577,Private room,40,2,49,2017-09-26,0.68,3,83
109462,Industria Atico Terrace Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40270427632093,2.1672528664114448,Entire home/apt,90,2,0,,,67,285
110033,Alió I  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.403682466595946,2.1666413679936958,Entire home/apt,90,2,9,2017-11-22,0.10,67,255
110041,Alió II  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.402506569044725,2.165076616742391,Entire home/apt,90,2,1,2012-07-16,0.01,67,273
110098,Gignàs Gotic Area Old Town City,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.38044712765654,2.1792852211714826,Entire home/apt,90,2,7,2018-06-07,0.08,67,232
116102,  MODERNIST ROOM & PRIVATE LIVING,586787,Carmín,Eixample,la Dreta de l'Eixample,41.39418058837811,2.174742925243356,Private room,45,1,132,2018-07-04,1.52,2,155
117010,Spacious Flat near Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40745469653141,2.1740073609983974,Entire home/apt,220,2,34,2016-06-07,0.40,11,234
118126,"Gràcia Essence, enjoy  Barcelona",454681,Nuria,Gràcia,la Vila de Gràcia,41.39872974515415,2.155039610797118,Entire home/apt,72,5,210,2018-06-25,2.42,1,290
118228,Design Flat in the very center,567180,Suite Home,Eixample,la Sagrada Família,41.40592802800319,2.1757472508706894,Entire home/apt,230,2,15,2017-02-19,0.18,11,6
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Kiko,Ciutat Vella,el Raval,41.379692061280274,2.1653179757634784,Private room,69,3,239,2018-06-30,2.76,1,301
121210,"BIG ROOM IN THE CITY CENTER,NEAR THE BEACH!",594334,Carmen,Eixample,el Fort Pienc,41.39738256021417,2.183982431695755,Private room,51,3,154,2017-12-09,1.78,6,17
123746,SINGLE ROOM IN BARCELONA CENTER,617921,Carl,Ciutat Vella,el Raval,41.382969652417174,2.170671888466095,Private room,31,2,80,2018-07-03,0.95,2,56
126836,Cozy bedroom next to Old Harbor,615805,David,Ciutat Vella,el Barri Gòtic,41.382350982413,2.1792748106020126,Private room,47,5,77,2018-05-20,0.90,1,85
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37242433368646,2.136366432857283,Private room,36,3,208,2018-07-05,2.49,1,278
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.406459515690884,2.212821363041517,Private room,49,2,78,2018-07-09,1.53,1,106
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39841477453677,2.206129782666205,Entire home/apt,80,3,90,2018-06-24,1.09,1,314
136043,Twin room (2 people only) in Quirky central flat,666414,Fiona,Sants-Montjuïc,el Poble Sec,41.37260390556262,2.1667021558149333,Private room,60,2,65,2018-06-18,0.77,1,159
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38845967335021,2.123508020962989,Private room,35,3,103,2018-06-16,1.25,8,338
138055,Design Flat in the Very Center,567180,Suite Home,Eixample,la Sagrada Família,41.40764287929108,2.1757291518741946,Entire home/apt,250,3,81,2017-07-08,0.96,11,170
141054,Great studio in the heart of Borne,686428,Sofia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38709095472114,2.1811191046187455,Entire home/apt,60,4,271,2018-06-16,3.15,1,287
142122,You clean Rambla Anarchist Hide,620454,Reinhard,Ciutat Vella,el Barri Gòtic,41.37978257737136,2.1752940788766515,Entire home/apt,50,17,24,2018-06-12,0.28,1,141
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.382255182832004,2.1589821922580024,Private room,50,2,33,2018-03-04,0.39,4,329
144801,Penthouse near Picasso Museum ,701493,Isabel,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38487067062843,2.1799715376773485,Entire home/apt,80,30,44,2018-02-02,0.54,1,296
147275,"1 Room free in Barcelona, Spain",711907,Antuan,Horta-Guinardó,el Guinardó,41.423182123991445,2.1750076843646484,Private room,15,5,58,2018-06-25,1.51,1,281
148104,NICE ROOM NEAR BEACH & CITY CENTER,594334,Carmen,Eixample,el Fort Pienc,41.3969789555538,2.1838011226541036,Private room,60,1,212,2018-06-30,2.48,6,360
154281,"Nice bedroom in a Loft, El Raval",742068,R&M,Ciutat Vella,el Raval,41.37799356021512,2.1728071191749514,Private room,50,3,233,2018-07-03,2.82,2,288
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39106009779585,2.150897996236132,Private room,39,7,62,2018-06-22,0.74,1,132
155872,Piso en Barcelona - Park Guell,749525,Esther,Horta-Guinardó,el Carmel,41.42137201977125,2.1548375440918623,Entire home/apt,55,2,57,2018-04-05,0.79,1,197
158238,CENTRAL Wi Fi  w/TERRASSE 8 people,759411,Raquel,Les Corts,les Corts,41.38416168897486,2.136355063060227,Entire home/apt,120,3,100,2018-06-18,1.18,2,352
162091,Cosy Apartment in Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40532139365592,2.17427032234022,Entire home/apt,149,2,35,2017-06-03,0.46,11,231
163490,"AMAZING LUXURY 2Bd, PLAZA CATALUÑA!",713364,Horacio,Eixample,la Dreta de l'Eixample,41.39105505291397,2.1766222340885806,Entire home/apt,160,3,104,2018-06-18,1.40,2,337
164456,Bedroom+pvt bathroom+pvt living,784341,Paola,Ciutat Vella,el Barri Gòtic,41.383405042584464,2.1725675806282787,Private room,60,10,86,2016-11-17,1.05,1,159
171646,Sagrada Familia Clot Atico,400154,Mireia,Sant Martí,el Clot,41.406957729672676,2.1871118600746784,Entire home/apt,105,3,22,2018-07-05,0.35,5,254
171816,Sagrada Familia Clot Vista,400154,Mireia,Sant Martí,el Camp de l'Arpa del Clot,41.40827856720117,2.186221468007446,Entire home/apt,115,3,1,2013-04-27,0.02,5,85
173718,PLAZA CATALUÑA-RAMBLAS LARGE 23m2 ENSUITE BEDROOM,497450,Francesc,Ciutat Vella,el Raval,41.38429914675165,2.167994309765031,Private room,24,32,17,2018-01-22,0.32,3,169
174382,Design Flat in The Very Center,567180,Suite Home,Eixample,la Sagrada Família,41.406161167910774,2.174231224132553,Entire home/apt,149,2,6,2016-10-24,0.18,11,229
179488,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.43350853622074,2.1942448838231927,Private room,22,1,5,2017-10-31,0.19,5,97
179550,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.434840080792824,2.1923428762975448,Private room,20,10,6,2016-12-01,0.07,5,161
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,Sants,41.37150747355048,2.1360673629073124,Private room,27,3,46,2018-06-17,0.55,3,249
180293,Ally`s Guest House Barcelona,863772,Graciela,Eixample,la Dreta de l'Eixample,41.39847183577318,2.164521356519846,Private room,50,2,1,2012-05-05,0.01,1,295
181824,Double bedroom with terrace + pool,852032,Brais,Sant Martí,Provençals del Poblenou,41.40846329611523,2.204201902092505,Private room,54,2,194,2018-06-12,2.30,1,270
183858,"Central, Bright & Beautiful room",180478,Carlos,Ciutat Vella,el Raval,41.38058902746083,2.168827387112863,Private room,55,3,118,2018-06-18,1.41,1,65
184373,THE PASSION  ROOM ...,829660,Maria Olga,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.382814852261205,2.181483413064863,Private room,70,2,57,2018-06-19,0.80,2,145
186221,La Sagrada Familia: tiny and simple room.,494228,Julián,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40671270041131,2.167166934078426,Private room,20,2,538,2018-07-08,6.42,1,24
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076268295587,2.1907801598406857,Entire home/apt,36,31,8,2018-01-28,0.34,1,100
186542,Lovely and sunny double room in BCN,896372,Marina,Eixample,la Dreta de l'Eixample,41.393260943071425,2.1738562825130314,Private room,33,2,49,2013-06-20,0.58,1,0
186598, Double room and cozy,896690,Mona,Ciutat Vella,el Raval,41.38179793469843,2.165271754648658,Private room,47,2,291,2018-06-24,3.52,1,276
188267,19th CENTURY BUILDING 3bedroom apartment,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.3936751292841,2.1761417972119377,Entire home/apt,316,2,69,2018-06-14,0.84,6,318
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39008751231269,2.125875092172398,Private room,46,7,1,2016-06-09,0.04,1,0
191303,THE WHITE SUITE...,829660,Maria Olga,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38471834897771,2.181491011573481,Private room,85,2,54,2018-06-24,0.74,2,158
193923,Single room in the real Barcelona,939590,Mónica,Horta-Guinardó,Horta,41.43845863273225,2.1555964908539478,Private room,20,3,102,2018-06-17,1.22,1,257
194460,Double Private room with breakfast near the beach,944355,Luis Alberto,Sant Martí,el Besòs i el Maresme,41.41431499414094,2.21686335273105,Private room,20,2,230,2018-07-03,2.85,1,250
195092,Bonitas vistas de Barcelona,913807,Ariadna,Gràcia,la Salut,41.41025789128281,2.1562282543929734,Private room,130,2,0,,,1,365
196021,Old-time-charm apartment with patio!,953719,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38796340501742,2.1594557449096383,Entire home/apt,310,5,190,2018-07-04,2.30,2,247
196196,Large Flat next to Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.406254340332055,2.1751178825377435,Entire home/apt,220,2,74,2017-07-25,0.89,11,227
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40735423271037,2.212936860449871,Entire home/apt,190,1,51,2018-05-13,0.67,13,48
199422,Modern apt near beach & city center,971768,Akira,Eixample,el Fort Pienc,41.39690080056526,2.1823009169928347,Entire home/apt,75,1,33,2018-06-14,0.40,13,78
199794,Centric Double Room Private Bathroom - month  rent,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.383362640262256,2.158530305267757,Private room,35,1,68,2018-06-06,1.14,1,234
200257,We are back: Apartment in the heart of Barceloneta,978773,Simone,Ciutat Vella,la Barceloneta,41.382175368248724,2.188864556828526,Entire home/apt,115,3,30,2017-09-09,0.41,1,324
201958,Lux Apartment,177617,Joaquin,Ciutat Vella,el Barri Gòtic,41.38801972713803,2.1730056353958043,Entire home/apt,100,28,17,2018-05-31,0.21,5,121
202219,COMFORT AND RELAX IN BARCELONA,552024,Daniela,Ciutat Vella,el Barri Gòtic,41.38267371578526,2.1743156354961535,Private room,40,3,69,2018-05-17,0.85,1,223
206122,Amazing Loft in BCN Center (B0132),1013855,Alex,Gràcia,la Vila de Gràcia,41.39839506071554,2.1579936553738692,Entire home/apt,89,2,124,2018-07-01,1.54,8,281
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37405992960096,2.1652367579927003,Entire home/apt,120,3,54,2018-07-07,0.66,1,202
207151,Cerca de Sagrada Família ,1019256,Laia,Eixample,la Sagrada Família,41.41057510913004,2.173890329335703,Entire home/apt,80,3,0,,,1,2
208684,THE WAY WE LIVE with private bath,1027356,Jesper,Ciutat Vella,el Raval,41.37885833780093,2.1688392668437295,Private room,49,1,265,2018-06-25,3.18,2,132
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39894687408239,2.1574220753256372,Entire home/apt,77,2,190,2018-07-05,2.83,1,263
209988,APART.FOR 8 pers.-NEAR OFESTATI,1035045,Montserrat,Sant Andreu,Sant Andreu,41.443164349207194,2.1879074823792375,Entire home/apt,80,3,11,2018-07-03,0.36,7,351
213296,Big/Centric Room-Palau de la Musica,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771439698752,2.1763033210690126,Private room,30,2,244,2018-07-06,3.26,3,293
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.41299665211383,2.158998460851589,Private room,55,2,43,2018-06-24,0.53,2,314
213581,Room Centric + Personal Dressing,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38817670616011,2.1757101702169543,Private room,30,2,192,2018-06-25,2.45,3,296
214970,Cozy room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37171232025432,2.1641241475780943,Private room,35,4,94,2018-06-21,1.27,1,272
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384841789072844,2.1779576682072954,Private room,42,3,274,2018-02-28,3.45,1,226
218503,Single room next to Bogatell Beach / 单间，旁边的海滩,1130143,Jan,Sant Martí,el Poblenou,41.39764644799466,2.2073945580085597,Private room,30,3,36,2018-06-18,0.48,2,258
223755,Charming apartment w/wifi in Gracia,1986299,Clickandflat,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41010688115775,2.1618174654588658,Entire home/apt,155,1,23,2018-06-06,0.39,20,107
228660,Room downtown,1193521,Vicente,Ciutat Vella,el Raval,41.38046518957119,2.167979714437648,Private room,35,3,36,2018-03-20,0.44,1,283
229520,B&B Double ROOM with GARDEN :),1198748,Marta,Ciutat Vella,el Barri Gòtic,41.38492532791035,2.1724543974944153,Private room,50,4,25,2015-06-01,0.31,2,317
232400,DESIGNER DUPLEX SPA & TERRACE,4369049,Ariadna,Gràcia,la Vila de Gràcia,41.39745423310354,2.154899238819255,Entire home/apt,95,3,216,2018-06-20,2.82,2,240
234109,Large. Light. INCREDIBLE views!,1201857,Jordan,Eixample,el Fort Pienc,41.399643181483455,2.182586728606141,Entire home/apt,119,3,32,2017-05-01,0.40,2,303
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39918230591653,2.175195416989798,Entire home/apt,140,5,14,2018-05-27,0.57,1,147
234567,Luxury Apartment in city center,1228590,Antonio,Eixample,la Dreta de l'Eixample,41.39122741028832,2.164472203436091,Entire home/apt,190,2,133,2018-06-25,1.80,8,285
237895,Lots of LIGHT & INCREDIBLE views!,1201857,Jordan,Eixample,el Fort Pienc,41.39895433781209,2.1829982054759345,Private room,48,3,24,2017-07-20,0.30,2,340
238703,Comfy Flat in Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.405708793105795,2.175052108017292,Entire home/apt,149,2,60,2017-10-16,1.22,11,228
239492,CozyRoom&Garden Priv.Bathroom AC,1255733,Antonia,Sants-Montjuïc,el Poble Sec,41.37026052110349,2.161027204206717,Private room,36,4,157,2018-06-18,1.95,2,42
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39607108019599,2.1453362300064334,Entire home/apt,120,10,25,2018-04-06,0.61,4,295
241614,A Room With A Tune In Ramblas Area,1184485,Nacho,Ciutat Vella,el Barri Gòtic,41.37905709323019,2.1769030678359047,Private room,30,32,24,2018-06-14,0.30,1,282
243448,"TARRADELLAS_B for 10, near train/airport",1257705,José Luis,Eixample,la Nova Esquerra de l'Eixample,41.38563844725284,2.1438212999690496,Entire home/apt,140,10,12,2017-01-02,0.35,4,277
251424,NICE ROOMS FOR RENT IN BARCELONA,1318630,Olga,Eixample,la Dreta de l'Eixample,41.389567425654896,2.1624950692127753,Private room,49,2,43,2018-05-20,0.87,2,364
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.4153067546494,2.2006891340970673,Entire home/apt,80,2,68,2018-05-21,0.88,7,116
256354,tranquila room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41446009831035,2.139450541291977,Private room,23,30,40,2018-06-13,0.52,2,193
256628,"Cozy bedroom in a loft, el Raval.",742068,R&M,Ciutat Vella,el Raval,41.376540486553225,2.1738452302632076,Private room,35,3,200,2018-07-02,2.52,2,290
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.38064780408179,2.176288659889393,Private room,50,2,106,2018-07-05,1.42,1,335
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406281369202,2.1792570659374064,Private room,40,3,70,2018-06-26,0.93,1,329
259742,CityCenter - Double - FreeWIFI,1363244,David,Ciutat Vella,el Raval,41.38216736974197,2.163744984406694,Private room,40,2,58,2018-06-22,0.72,4,46
259852,Center - Double w A/C - FreeWiFi,1363244,David,Ciutat Vella,el Raval,41.3813166774299,2.163779457481776,Private room,45,3,59,2018-06-11,0.73,4,2
260073,A STUDIO-FLAT IN CENTER-BARCELONA,832875,Pau,Eixample,l'Antiga Esquerra de l'Eixample,41.38693324617819,2.159236609368195,Private room,30,1,20,2018-07-08,0.30,1,227
